block_id,Position,SalaryBand,probability
1346,Senior,121k+,0.28
1346,Senior,70k-100k,0.22000000000000003
1347,Senior,101k-120k,1.0
1348,Senior,101k-120k,0.5
1348,Senior,121k+,0.28
1348,Senior,70k-100k,0.22
1349,Senior,101k-120k,1.0
1350,Junior,101k-120k,1.0
1351,Senior,101k-120k,1.0
1352,Junior,121k+,1.0
1353,Senior,121k+,1.0
1354,Senior,121k+,1.0
1355,Senior,101k-120k,1.0
1356,Junior,101k-120k,0.9999999999999999
1357,Senior,101k-120k,1.0
1358,Senior,121k+,1.0
1359,Senior,70k-100k,1.0
1360,Senior,70k-100k,1.0
1361,Junior,70k-100k,1.0
1362,Senior,121k+,1.0
1363,Senior,121k+,1.0
1364,Junior,70k-100k,1.0
1365,Senior,121k+,1.0
1366,Manager,101k-120k,0.29
1366,Manager,121k+,0.65
1366,Manager,70k-100k,0.060000000000000005
1367,Junior,101k-120k,1.0
1368,Senior,70k-100k,1.0
1369,Senior,101k-120k,0.5
1369,Senior,121k+,0.28
1369,Senior,70k-100k,0.22
1370,Manager,101k-120k,0.29
1370,Manager,121k+,0.65
1370,Manager,70k-100k,0.060000000000000005
1371,Senior,121k+,1.0
1372,Senior,101k-120k,0.5
1372,Senior,121k+,0.27999999999999997
1372,Senior,70k-100k,0.22
1373,Senior,121k+,1.0
1374,Senior,121k+,1.0
1375,Senior,101k-120k,1.0
1376,Manager,101k-120k,1.0
1377,Junior,101k-120k,1.0
1378,Manager,101k-120k,0.29
1378,Manager,121k+,0.65
1378,Manager,70k-100k,0.060000000000000005
1379,Junior,101k-120k,1.0
1380,Senior,101k-120k,0.5
1380,Senior,121k+,0.28
1380,Senior,70k-100k,0.22000000000000003
1381,Senior,101k-120k,0.5
1381,Senior,121k+,0.28
1381,Senior,70k-100k,0.22
1382,Manager,101k-120k,1.0
1383,Junior,70k-100k,1.0
1384,Senior,101k-120k,1.0
1385,Manager,101k-120k,0.29
1385,Manager,121k+,0.65
1385,Manager,70k-100k,0.06
1386,Manager,101k-120k,0.29
1386,Manager,121k+,0.6499999999999999
1386,Manager,70k-100k,0.06
1387,Manager,101k-120k,0.29
1387,Manager,121k+,0.6499999999999999
1387,Manager,70k-100k,0.06
1388,Manager,101k-120k,0.29
1388,Manager,121k+,0.65
1388,Manager,70k-100k,0.060000000000000005
1389,Junior,70k-100k,1.0
1390,Manager,121k+,1.0
1391,Senior,70k-100k,1.0
1392,Junior,70k-100k,1.0
1393,Senior,101k-120k,0.5
1393,Senior,121k+,0.28
1393,Senior,70k-100k,0.21999999999999997
1394,Manager,101k-120k,0.29
1394,Manager,121k+,0.65
1394,Manager,70k-100k,0.06
1395,Manager,70k-100k,1.0
1396,Manager,101k-120k,0.29
1396,Manager,121k+,0.65
1396,Manager,70k-100k,0.06
1397,Junior,101k-120k,0.23000000000000007
1397,Junior,121k+,0.05000000000000002
1397,Junior,70k-100k,0.7200000000000001
1398,Manager,121k+,1.0
1399,Senior,101k-120k,0.5
1399,Senior,121k+,0.28
1399,Senior,70k-100k,0.22000000000000003
1400,Senior,101k-120k,1.0
1401,Junior,101k-120k,1.0
1402,Manager,101k-120k,0.29
1402,Manager,121k+,0.65
1402,Manager,70k-100k,0.060000000000000005
1403,Senior,121k+,1.0
1404,Senior,70k-100k,1.0
1405,Junior,70k-100k,0.9999999999999999
1406,Senior,101k-120k,0.5
1406,Senior,121k+,0.28
1406,Senior,70k-100k,0.21999999999999997
1407,Junior,101k-120k,1.0
1408,Senior,101k-120k,1.0
1409,Manager,101k-120k,0.2899999999999999
1409,Manager,121k+,0.6499999999999999
1409,Manager,70k-100k,0.06
1410,Senior,101k-120k,1.0
1411,Manager,101k-120k,1.0
1412,Manager,101k-120k,0.29
1412,Manager,121k+,0.6500000000000001
1412,Manager,70k-100k,0.060000000000000005
1413,Junior,70k-100k,1.0
1414,Senior,101k-120k,1.0
1415,Junior,101k-120k,0.23000000000000007
1415,Junior,121k+,0.05000000000000002
1415,Junior,70k-100k,0.7200000000000001
1416,Senior,70k-100k,1.0
1417,Senior,121k+,1.0
1418,Manager,121k+,1.0
1419,Senior,70k-100k,1.0
1420,Manager,101k-120k,0.29
1420,Manager,121k+,0.6499999999999999
1420,Manager,70k-100k,0.06
1421,Senior,101k-120k,1.0
1422,Manager,70k-100k,1.0
1423,Senior,70k-100k,1.0
1424,Manager,121k+,0.9999999999999999
1425,Manager,70k-100k,1.0
1426,Senior,101k-120k,1.0
1427,Senior,101k-120k,1.0
1428,Manager,101k-120k,0.29
1428,Manager,121k+,0.6499999999999999
1428,Manager,70k-100k,0.06
1429,Senior,101k-120k,0.5
1429,Senior,121k+,0.28
1429,Senior,70k-100k,0.22
1430,Junior,70k-100k,1.0
1431,Junior,70k-100k,1.0
1432,Senior,101k-120k,1.0
1433,Senior,101k-120k,0.5
1433,Senior,121k+,0.28
1433,Senior,70k-100k,0.22
1434,Manager,121k+,0.9999999999999999
1435,Senior,121k+,1.0
1436,Manager,101k-120k,0.2899999999999999
1436,Manager,121k+,0.6499999999999999
1436,Manager,70k-100k,0.06
1437,Senior,101k-120k,1.0
1438,Senior,101k-120k,1.0
1439,Senior,121k+,1.0
1440,Senior,101k-120k,1.0
1441,Senior,101k-120k,1.0
1442,Senior,101k-120k,1.0
1443,Manager,101k-120k,1.0
1444,Senior,70k-100k,1.0
1445,Junior,70k-100k,1.0
1446,Senior,101k-120k,0.5
1446,Senior,121k+,0.28
1446,Senior,70k-100k,0.21999999999999997
1447,Senior,101k-120k,1.0
1448,Junior,101k-120k,0.22999999999999998
1448,Junior,121k+,0.049999999999999996
1448,Junior,70k-100k,0.7199999999999999
1449,Senior,101k-120k,1.0
1450,Senior,101k-120k,1.0
1451,Senior,101k-120k,1.0
1452,Junior,70k-100k,1.0
1453,Senior,101k-120k,1.0
1454,Junior,101k-120k,1.0
1455,Senior,101k-120k,1.0
1456,Senior,70k-100k,1.0
1457,Senior,70k-100k,1.0
1458,Senior,101k-120k,0.5
1458,Senior,121k+,0.28
1458,Senior,70k-100k,0.22
1459,Senior,101k-120k,0.5
1459,Senior,121k+,0.28
1459,Senior,70k-100k,0.22000000000000003
1460,Senior,101k-120k,0.5
1460,Senior,121k+,0.28
1460,Senior,70k-100k,0.22000000000000003
1461,Senior,101k-120k,1.0
1462,Manager,101k-120k,0.29
1462,Manager,121k+,0.6499999999999999
1462,Manager,70k-100k,0.06
1463,Senior,101k-120k,1.0
1464,Senior,70k-100k,1.0
1465,Manager,101k-120k,0.29
1465,Manager,121k+,0.6499999999999999
1465,Manager,70k-100k,0.06
1466,Junior,70k-100k,1.0
1467,Senior,101k-120k,1.0
1468,Senior,121k+,1.0
1469,Senior,121k+,1.0
1470,Senior,101k-120k,1.0
1471,Senior,101k-120k,1.0
1472,Junior,101k-120k,0.22999999999999998
1472,Junior,121k+,0.05
1472,Junior,70k-100k,0.72
1473,Senior,101k-120k,0.5
1473,Senior,121k+,0.28
1473,Senior,70k-100k,0.22
1474,Senior,101k-120k,0.5
1474,Senior,121k+,0.28
1474,Senior,70k-100k,0.22
1475,Senior,101k-120k,1.0
1476,Junior,101k-120k,1.0
1477,Senior,101k-120k,1.0
1478,Senior,101k-120k,1.0
1479,Senior,121k+,1.0
1480,Junior,70k-100k,1.0
1481,Junior,70k-100k,1.0
1482,Junior,101k-120k,0.23
1482,Junior,121k+,0.049999999999999996
1482,Junior,70k-100k,0.72
1483,Senior,101k-120k,1.0
1484,Senior,101k-120k,1.0
1485,Junior,70k-100k,1.0
1486,Manager,101k-120k,0.29
1486,Manager,121k+,0.6500000000000001
1486,Manager,70k-100k,0.060000000000000005
1487,Junior,70k-100k,1.0
1488,Junior,70k-100k,1.0
1489,Senior,121k+,1.0
1490,Manager,121k+,1.0
1491,Senior,101k-120k,1.0
1492,Junior,70k-100k,0.9999999999999999
1493,Senior,121k+,1.0
1494,Senior,101k-120k,0.5
1494,Senior,121k+,0.28
1494,Senior,70k-100k,0.21999999999999997
1495,Senior,101k-120k,1.0
1496,Senior,101k-120k,1.0
1497,Senior,101k-120k,1.0
1498,Manager,101k-120k,1.0
1499,Senior,121k+,1.0
1500,Manager,70k-100k,1.0
1501,Senior,121k+,1.0
1502,Junior,101k-120k,1.0
1503,Senior,101k-120k,0.5
1503,Senior,121k+,0.28
1503,Senior,70k-100k,0.21999999999999997
1504,Senior,121k+,1.0
1505,Manager,101k-120k,0.29
1505,Manager,121k+,0.65
1505,Manager,70k-100k,0.06
1506,Senior,101k-120k,0.5
1506,Senior,121k+,0.28
1506,Senior,70k-100k,0.22000000000000003
1507,Junior,101k-120k,1.0
1508,Junior,101k-120k,1.0
1509,Junior,70k-100k,1.0
1510,Junior,70k-100k,0.9999999999999999
1511,Senior,101k-120k,0.5
1511,Senior,121k+,0.28
1511,Senior,70k-100k,0.22
1512,Senior,121k+,1.0
1513,Senior,101k-120k,0.5
1513,Senior,121k+,0.28
1513,Senior,70k-100k,0.21999999999999997
1514,Junior,70k-100k,0.9999999999999999
1515,Junior,101k-120k,0.23
1515,Junior,121k+,0.049999999999999996
1515,Junior,70k-100k,0.72
1516,Senior,101k-120k,1.0
1517,Senior,70k-100k,1.0
1518,Senior,101k-120k,1.0
1519,Senior,121k+,1.0
1520,Junior,101k-120k,1.0
1521,Junior,101k-120k,0.22999999999999998
1521,Junior,121k+,0.05
1521,Junior,70k-100k,0.72
1522,Junior,101k-120k,1.0
1523,Senior,70k-100k,1.0
1524,Senior,121k+,1.0
1525,Senior,121k+,1.0
1526,Junior,70k-100k,1.0
1527,Manager,101k-120k,1.0
1528,Senior,101k-120k,1.0
1529,Senior,101k-120k,1.0
1530,Junior,70k-100k,1.0
1531,Manager,101k-120k,0.29
1531,Manager,121k+,0.65
1531,Manager,70k-100k,0.060000000000000005
1532,Senior,101k-120k,1.0
1533,Manager,101k-120k,1.0
1534,Manager,101k-120k,1.0
1535,Junior,101k-120k,0.22999999999999998
1535,Junior,121k+,0.049999999999999996
1535,Junior,70k-100k,0.7199999999999999
1536,Manager,101k-120k,0.29
1536,Manager,121k+,0.65
1536,Manager,70k-100k,0.06
1537,Senior,101k-120k,0.5
1537,Senior,121k+,0.28
1537,Senior,70k-100k,0.22000000000000003
1538,Manager,101k-120k,0.29
1538,Manager,121k+,0.65
1538,Manager,70k-100k,0.060000000000000005
1539,Senior,101k-120k,1.0
1540,Manager,121k+,1.0
1541,Junior,70k-100k,1.0
1542,Senior,70k-100k,1.0
1543,Senior,121k+,1.0
1544,Senior,101k-120k,1.0
1545,Senior,101k-120k,1.0
1546,Junior,70k-100k,1.0
1547,Senior,101k-120k,1.0
1548,Manager,121k+,0.9999999999999999
1549,Senior,70k-100k,1.0
1550,Senior,121k+,1.0
1551,Manager,101k-120k,0.29
1551,Manager,121k+,0.65
1551,Manager,70k-100k,0.06
1552,Senior,101k-120k,0.5
1552,Senior,121k+,0.28
1552,Senior,70k-100k,0.22
1553,Junior,70k-100k,1.0
1554,Senior,101k-120k,1.0
1555,Junior,121k+,1.0
1556,Senior,121k+,1.0
1557,Manager,121k+,0.9999999999999999
1558,Senior,101k-120k,1.0
1559,Senior,101k-120k,0.5
1559,Senior,121k+,0.28
1559,Senior,70k-100k,0.22
1560,Senior,101k-120k,1.0
1561,Junior,70k-100k,1.0
1562,Senior,121k+,1.0
1563,Manager,101k-120k,0.29
1563,Manager,121k+,0.65
1563,Manager,70k-100k,0.060000000000000005
1564,Senior,101k-120k,1.0
1565,Senior,121k+,1.0
1566,Senior,101k-120k,0.5
1566,Senior,121k+,0.28
1566,Senior,70k-100k,0.22
1567,Manager,101k-120k,0.29
1567,Manager,121k+,0.6500000000000001
1567,Manager,70k-100k,0.060000000000000005
1568,Manager,121k+,1.0
1569,Senior,101k-120k,1.0
1570,Senior,70k-100k,1.0
1571,Manager,121k+,1.0
1572,Senior,101k-120k,0.5
1572,Senior,121k+,0.28
1572,Senior,70k-100k,0.22000000000000003
1573,Senior,70k-100k,1.0
1574,Senior,121k+,1.0
1575,Junior,70k-100k,0.9999999999999999
1576,Senior,101k-120k,1.0
1577,Senior,70k-100k,1.0
1578,Senior,70k-100k,1.0
1579,Manager,101k-120k,0.29
1579,Manager,121k+,0.6499999999999999
1579,Manager,70k-100k,0.059999999999999984
1580,Senior,101k-120k,1.0
1581,Senior,121k+,1.0
1582,Junior,101k-120k,0.22999999999999998
1582,Junior,121k+,0.05
1582,Junior,70k-100k,0.72
1583,Senior,121k+,1.0
1584,Senior,70k-100k,1.0
1585,Senior,101k-120k,1.0
1586,Senior,101k-120k,0.5
1586,Senior,121k+,0.28
1586,Senior,70k-100k,0.22000000000000003
1587,Senior,121k+,1.0
1588,Junior,70k-100k,1.0
1589,Junior,70k-100k,1.0
1590,Manager,101k-120k,0.29
1590,Manager,121k+,0.65
1590,Manager,70k-100k,0.060000000000000005
1591,Junior,70k-100k,0.9999999999999999
1592,Senior,121k+,1.0
1593,Senior,101k-120k,1.0
1594,Junior,70k-100k,1.0
1595,Senior,101k-120k,0.5
1595,Senior,121k+,0.28
1595,Senior,70k-100k,0.21999999999999997
1596,Senior,101k-120k,1.0
1597,Senior,70k-100k,1.0
1598,Senior,121k+,1.0
1599,Junior,101k-120k,1.0
1600,Junior,101k-120k,1.0
1601,Manager,101k-120k,1.0
1602,Senior,70k-100k,1.0
1603,Junior,70k-100k,1.0
1604,Senior,101k-120k,1.0
1605,Senior,101k-120k,0.5
1605,Senior,121k+,0.28
1605,Senior,70k-100k,0.21999999999999997
1606,Senior,101k-120k,0.5
1606,Senior,121k+,0.28
1606,Senior,70k-100k,0.22
1607,Senior,121k+,1.0
1608,Senior,101k-120k,0.5
1608,Senior,121k+,0.28
1608,Senior,70k-100k,0.22
1609,Senior,101k-120k,1.0
1610,Senior,101k-120k,1.0
1611,Senior,70k-100k,1.0
1612,Manager,101k-120k,1.0
1613,Senior,121k+,1.0
1614,Senior,101k-120k,1.0
1615,Manager,70k-100k,1.0
1616,Senior,121k+,1.0
1617,Manager,101k-120k,0.29
1617,Manager,121k+,0.6499999999999999
1617,Manager,70k-100k,0.06
1618,Junior,70k-100k,1.0
1619,Senior,101k-120k,0.5
1619,Senior,121k+,0.27999999999999997
1619,Senior,70k-100k,0.22
1620,Senior,70k-100k,1.0
1621,Junior,101k-120k,1.0
1622,Senior,101k-120k,1.0
1623,Senior,101k-120k,1.0
1624,Junior,101k-120k,0.22999999999999998
1624,Junior,121k+,0.05
1624,Junior,70k-100k,0.72
1625,Senior,101k-120k,0.5
1625,Senior,121k+,0.28
1625,Senior,70k-100k,0.21999999999999997
1626,Junior,70k-100k,0.9999999999999999
1627,Senior,121k+,1.0
1628,Senior,101k-120k,1.0000000000000002
1629,Senior,101k-120k,1.0
1630,Senior,70k-100k,1.0
1631,Senior,101k-120k,0.5
1631,Senior,121k+,0.28
1631,Senior,70k-100k,0.22
1632,Junior,101k-120k,0.23
1632,Junior,121k+,0.049999999999999996
1632,Junior,70k-100k,0.72
1633,Senior,101k-120k,1.0
1634,Junior,121k+,1.0
1635,Junior,70k-100k,1.0
1636,Senior,101k-120k,0.5
1636,Senior,121k+,0.28
1636,Senior,70k-100k,0.22000000000000003
1637,Senior,101k-120k,0.5
1637,Senior,121k+,0.28
1637,Senior,70k-100k,0.22
1638,Senior,121k+,1.0
1639,Senior,101k-120k,0.5
1639,Senior,121k+,0.27999999999999997
1639,Senior,70k-100k,0.22
1640,Manager,101k-120k,0.29
1640,Manager,121k+,0.65
1640,Manager,70k-100k,0.060000000000000005
1641,Senior,70k-100k,1.0
1642,Senior,101k-120k,0.5
1642,Senior,121k+,0.28
1642,Senior,70k-100k,0.21999999999999997
1643,Senior,101k-120k,0.5
1643,Senior,121k+,0.28
1643,Senior,70k-100k,0.21999999999999997
1644,Senior,101k-120k,0.5
1644,Senior,121k+,0.28
1644,Senior,70k-100k,0.22000000000000003
1645,Senior,101k-120k,1.0
1646,Manager,101k-120k,1.0
1647,Senior,121k+,1.0
1648,Senior,101k-120k,0.5
1648,Senior,121k+,0.28
1648,Senior,70k-100k,0.21999999999999997
1649,Junior,70k-100k,1.0
1650,Junior,101k-120k,1.0
1651,Manager,101k-120k,0.29
1651,Manager,121k+,0.6499999999999999
1651,Manager,70k-100k,0.059999999999999984
1652,Manager,101k-120k,0.29
1652,Manager,121k+,0.6500000000000001
1652,Manager,70k-100k,0.060000000000000005
1653,Senior,101k-120k,1.0
1654,Junior,101k-120k,1.0
1655,Manager,121k+,1.0
1656,Senior,101k-120k,1.0
1657,Manager,101k-120k,0.29
1657,Manager,121k+,0.6499999999999999
1657,Manager,70k-100k,0.06
1658,Junior,70k-100k,1.0
1659,Senior,101k-120k,1.0
1660,Senior,70k-100k,1.0
1661,Manager,121k+,0.9999999999999999
1662,Junior,101k-120k,0.23000000000000007
1662,Junior,121k+,0.05000000000000002
1662,Junior,70k-100k,0.7200000000000001
1663,Junior,70k-100k,0.9999999999999999
1664,Senior,121k+,1.0
1665,Senior,101k-120k,0.5
1665,Senior,121k+,0.28
1665,Senior,70k-100k,0.22
1666,Junior,101k-120k,0.23000000000000007
1666,Junior,121k+,0.05000000000000002
1666,Junior,70k-100k,0.7200000000000001
1667,Senior,101k-120k,0.5
1667,Senior,121k+,0.28
1667,Senior,70k-100k,0.22
1668,Senior,101k-120k,0.5
1668,Senior,121k+,0.28
1668,Senior,70k-100k,0.22
1669,Senior,101k-120k,0.5
1669,Senior,121k+,0.28
1669,Senior,70k-100k,0.22000000000000003
1670,Senior,101k-120k,1.0
1671,Manager,121k+,1.0
1672,Manager,101k-120k,0.29
1672,Manager,121k+,0.65
1672,Manager,70k-100k,0.060000000000000005
1673,Senior,121k+,1.0
1674,Senior,101k-120k,1.0
1675,Senior,121k+,1.0
1676,Senior,101k-120k,0.5
1676,Senior,121k+,0.28
1676,Senior,70k-100k,0.22000000000000003
1677,Senior,121k+,1.0
1678,Junior,70k-100k,1.0
1679,Senior,70k-100k,1.0
1680,Junior,101k-120k,0.23000000000000004
1680,Junior,121k+,0.05000000000000001
1680,Junior,70k-100k,0.7200000000000001
1681,Senior,121k+,1.0
1682,Junior,101k-120k,0.23000000000000004
1682,Junior,121k+,0.05000000000000001
1682,Junior,70k-100k,0.7200000000000001
1683,Junior,101k-120k,1.0
1684,Junior,101k-120k,1.0
1685,Senior,101k-120k,1.0
1686,Senior,101k-120k,1.0
1687,Senior,101k-120k,1.0
1688,Senior,101k-120k,1.0
1689,Senior,121k+,1.0
1690,Junior,70k-100k,1.0
1691,Junior,101k-120k,0.23000000000000004
1691,Junior,121k+,0.05000000000000001
1691,Junior,70k-100k,0.7200000000000001
1692,Manager,101k-120k,0.29
1692,Manager,121k+,0.6499999999999999
1692,Manager,70k-100k,0.06
1693,Manager,101k-120k,0.29
1693,Manager,121k+,0.65
1693,Manager,70k-100k,0.060000000000000005
1694,Manager,101k-120k,0.29
1694,Manager,121k+,0.65
1694,Manager,70k-100k,0.06
1695,Senior,121k+,1.0
1696,Junior,70k-100k,1.0
1697,Senior,121k+,1.0
1698,Senior,101k-120k,1.0
1699,Senior,101k-120k,1.0000000000000002
1700,Manager,121k+,1.0
1701,Senior,70k-100k,1.0
1702,Senior,101k-120k,0.5
1702,Senior,121k+,0.28
1702,Senior,70k-100k,0.21999999999999997
1703,Junior,101k-120k,1.0
1704,Senior,101k-120k,1.0
1705,Senior,121k+,1.0
1706,Senior,101k-120k,1.0
1707,Senior,70k-100k,1.0
1708,Senior,101k-120k,1.0
1709,Senior,121k+,1.0
1710,Manager,101k-120k,1.0
1711,Senior,101k-120k,1.0
1712,Junior,70k-100k,1.0
1713,Senior,101k-120k,0.5
1713,Senior,121k+,0.28
1713,Senior,70k-100k,0.22
1714,Senior,101k-120k,1.0
1715,Senior,70k-100k,1.0
1716,Senior,101k-120k,1.0
1717,Senior,101k-120k,0.5
1717,Senior,121k+,0.28
1717,Senior,70k-100k,0.21999999999999997
1718,Manager,101k-120k,0.29
1718,Manager,121k+,0.6500000000000001
1718,Manager,70k-100k,0.060000000000000005
1719,Senior,121k+,1.0
1720,Senior,121k+,1.0
1721,Senior,101k-120k,0.5
1721,Senior,121k+,0.28
1721,Senior,70k-100k,0.22
1722,Manager,70k-100k,1.0
1723,Senior,70k-100k,1.0
1724,Senior,70k-100k,1.0
1725,Manager,121k+,1.0
1726,Senior,101k-120k,1.0000000000000002
1727,Junior,101k-120k,1.0
1728,Senior,70k-100k,1.0
1729,Senior,121k+,1.0
1730,Senior,101k-120k,1.0
1731,Senior,101k-120k,1.0
1732,Senior,121k+,1.0
1733,Senior,101k-120k,1.0
1734,Senior,121k+,1.0
1735,Junior,70k-100k,0.9999999999999999
1736,Senior,101k-120k,1.0
1737,Senior,121k+,1.0
1738,Senior,70k-100k,1.0
1739,Senior,101k-120k,0.5
1739,Senior,121k+,0.28
1739,Senior,70k-100k,0.21999999999999997
1740,Senior,101k-120k,0.5
1740,Senior,121k+,0.28
1740,Senior,70k-100k,0.22000000000000003
1741,Senior,70k-100k,1.0
1742,Senior,121k+,1.0
1743,Senior,121k+,1.0
1744,Manager,121k+,0.9999999999999999
1745,Senior,101k-120k,0.5
1745,Senior,121k+,0.28
1745,Senior,70k-100k,0.22000000000000003
1746,Senior,101k-120k,0.5
1746,Senior,121k+,0.28
1746,Senior,70k-100k,0.21999999999999997
1747,Senior,101k-120k,1.0000000000000002
1748,Junior,101k-120k,1.0
1749,Senior,101k-120k,1.0
1750,Senior,101k-120k,1.0
1751,Senior,101k-120k,0.5
1751,Senior,121k+,0.28
1751,Senior,70k-100k,0.21999999999999997
1752,Junior,70k-100k,0.9999999999999999
1753,Senior,101k-120k,1.0
1754,Senior,121k+,1.0
1755,Manager,121k+,0.9999999999999999
1756,Manager,121k+,1.0
1757,Junior,101k-120k,0.22999999999999998
1757,Junior,121k+,0.05
1757,Junior,70k-100k,0.72
1758,Senior,121k+,1.0
1759,Senior,70k-100k,1.0
1760,Junior,70k-100k,1.0
1761,Senior,101k-120k,0.5
1761,Senior,121k+,0.27999999999999997
1761,Senior,70k-100k,0.22
1762,Junior,70k-100k,0.9999999999999999
1763,Senior,121k+,1.0
1764,Senior,101k-120k,1.0
1765,Senior,101k-120k,1.0
1766,Senior,101k-120k,1.0
1767,Senior,101k-120k,0.5
1767,Senior,121k+,0.28
1767,Senior,70k-100k,0.22
1768,Senior,101k-120k,1.0
1769,Junior,70k-100k,0.9999999999999999
1770,Senior,101k-120k,1.0
1771,Junior,70k-100k,1.0
1772,Junior,101k-120k,0.22999999999999998
1772,Junior,121k+,0.049999999999999996
1772,Junior,70k-100k,0.7199999999999999
1773,Junior,70k-100k,1.0
1774,Senior,101k-120k,1.0
1775,Manager,101k-120k,1.0
1776,Senior,101k-120k,1.0
1777,Senior,101k-120k,1.0
1778,Senior,121k+,1.0
1779,Senior,121k+,1.0
1780,Junior,70k-100k,0.9999999999999999
1781,Junior,70k-100k,1.0
1782,Senior,101k-120k,0.5
1782,Senior,121k+,0.27999999999999997
1782,Senior,70k-100k,0.22
1783,Senior,101k-120k,1.0
1784,Senior,101k-120k,1.0
1785,Junior,70k-100k,1.0
1786,Manager,121k+,1.0
1787,Senior,70k-100k,1.0
1788,Junior,70k-100k,1.0
1789,Senior,121k+,1.0
1790,Senior,101k-120k,1.0
1791,Junior,70k-100k,1.0
1792,Junior,70k-100k,1.0
1793,Senior,101k-120k,1.0
1794,Senior,101k-120k,1.0
1795,Senior,121k+,1.0
1796,Manager,101k-120k,0.29
1796,Manager,121k+,0.6499999999999999
1796,Manager,70k-100k,0.06
1797,Manager,121k+,1.0
1798,Senior,70k-100k,1.0
1799,Senior,101k-120k,1.0
1800,Junior,121k+,1.0
1801,Senior,101k-120k,1.0
1802,Senior,101k-120k,1.0
1803,Senior,121k+,1.0
1804,Senior,101k-120k,1.0
1805,Senior,101k-120k,1.0
1806,Junior,101k-120k,1.0
1807,Manager,101k-120k,0.29
1807,Manager,121k+,0.6500000000000001
1807,Manager,70k-100k,0.060000000000000005
1808,Junior,70k-100k,1.0
1809,Manager,101k-120k,0.29
1809,Manager,121k+,0.65
1809,Manager,70k-100k,0.06
1810,Senior,101k-120k,1.0
1811,Senior,70k-100k,1.0
1812,Senior,101k-120k,1.0
1813,Senior,70k-100k,1.0
1814,Manager,101k-120k,0.29
1814,Manager,121k+,0.6500000000000001
1814,Manager,70k-100k,0.060000000000000005
1815,Manager,101k-120k,0.29
1815,Manager,121k+,0.65
1815,Manager,70k-100k,0.060000000000000005
1816,Junior,101k-120k,1.0
1817,Senior,70k-100k,1.0
1818,Junior,70k-100k,1.0
1819,Junior,70k-100k,1.0
1820,Junior,70k-100k,0.9999999999999999
1821,Senior,101k-120k,1.0
1822,Senior,101k-120k,1.0
1823,Senior,101k-120k,1.0
1824,Junior,70k-100k,1.0
1825,Senior,101k-120k,1.0
1826,Manager,101k-120k,0.29
1826,Manager,121k+,0.6500000000000001
1826,Manager,70k-100k,0.060000000000000005
1827,Senior,101k-120k,1.0
1828,Manager,121k+,1.0
1829,Senior,101k-120k,0.5
1829,Senior,121k+,0.28
1829,Senior,70k-100k,0.22
1830,Senior,121k+,1.0
1831,Senior,121k+,1.0
1832,Senior,101k-120k,1.0
1833,Senior,70k-100k,1.0
1834,Junior,101k-120k,0.22999999999999998
1834,Junior,121k+,0.05
1834,Junior,70k-100k,0.72
1835,Junior,101k-120k,1.0
1836,Junior,70k-100k,1.0
1837,Junior,70k-100k,1.0
1838,Senior,121k+,1.0
1839,Senior,101k-120k,0.5
1839,Senior,121k+,0.28
1839,Senior,70k-100k,0.21999999999999997
1840,Senior,101k-120k,0.5
1840,Senior,121k+,0.28
1840,Senior,70k-100k,0.21999999999999997
1841,Junior,70k-100k,1.0
1842,Senior,101k-120k,0.5
1842,Senior,121k+,0.27999999999999997
1842,Senior,70k-100k,0.22
1843,Senior,121k+,1.0
1844,Senior,121k+,1.0
1845,Manager,101k-120k,1.0
1846,Manager,101k-120k,0.29
1846,Manager,121k+,0.65
1846,Manager,70k-100k,0.060000000000000005
1847,Junior,70k-100k,1.0
1848,Manager,70k-100k,1.0
1849,Senior,70k-100k,1.0
1850,Manager,121k+,1.0
1851,Manager,101k-120k,0.29
1851,Manager,121k+,0.6500000000000001
1851,Manager,70k-100k,0.060000000000000005
1852,Manager,121k+,1.0
1853,Junior,101k-120k,0.23000000000000004
1853,Junior,121k+,0.05000000000000001
1853,Junior,70k-100k,0.7200000000000001
1854,Senior,121k+,1.0
1855,Junior,70k-100k,1.0
1856,Junior,121k+,1.0
1857,Senior,101k-120k,0.5
1857,Senior,121k+,0.28
1857,Senior,70k-100k,0.21999999999999997
1858,Manager,121k+,0.9999999999999999
1859,Manager,101k-120k,1.0
1860,Senior,101k-120k,1.0
1861,Manager,101k-120k,0.29
1861,Manager,121k+,0.6500000000000001
1861,Manager,70k-100k,0.060000000000000005
1862,Junior,70k-100k,0.9999999999999999
1863,Manager,121k+,1.0
1864,Senior,101k-120k,1.0000000000000002
1865,Senior,101k-120k,1.0
1866,Junior,70k-100k,1.0
1867,Senior,101k-120k,0.5
1867,Senior,121k+,0.28
1867,Senior,70k-100k,0.22
1868,Senior,70k-100k,1.0
1869,Junior,70k-100k,1.0
1870,Junior,70k-100k,1.0
1871,Manager,101k-120k,0.29
1871,Manager,121k+,0.6499999999999999
1871,Manager,70k-100k,0.059999999999999984
1872,Senior,70k-100k,1.0
1873,Junior,70k-100k,1.0
1874,Junior,70k-100k,1.0
1875,Manager,121k+,1.0
1876,Senior,101k-120k,0.5
1876,Senior,121k+,0.28
1876,Senior,70k-100k,0.22000000000000003
1877,Senior,101k-120k,1.0
1878,Junior,101k-120k,1.0
1879,Senior,101k-120k,1.0
1880,Senior,101k-120k,1.0
1881,Senior,101k-120k,0.5
