block_id,Education,Experience,Position,probability
910,PhD,15-30+,Senior,0.046753246753246755
911,Masters,0-15,Senior,1.0
912,Masters,0-15,Junior,1.0
913,Masters,0-15,Senior,1.0
914,Masters,15-30+,Senior,0.7
914,PhD,15-30+,Senior,0.30000000000000004
915,Masters,0-15,Senior,1.0
916,Masters,0-15,Senior,0.5909090909090909
916,Masters,15-30+,Senior,0.10909090909090909
916,PhD,0-15,Senior,0.2532467532467532
916,PhD,15-30+,Senior,0.04675324675324676
917,Masters,15-30+,Manager,0.7
917,PhD,15-30+,Manager,0.3000000000000001
918,Masters,0-15,Junior,0.8441558441558441
918,Masters,15-30+,Junior,0.15584415584415584
919,Masters,0-15,Senior,0.8441558441558442
919,Masters,15-30+,Senior,0.15584415584415584
920,Masters,15-30+,Manager,0.6999999999999998
920,PhD,15-30+,Manager,0.30000000000000004
921,PhD,0-15,Senior,1.0
922,Masters,0-15,Senior,0.8441558441558441
922,Masters,15-30+,Senior,0.15584415584415587
923,Masters,15-30+,Senior,1.0
924,Masters,0-15,Senior,0.8441558441558442
924,Masters,15-30+,Senior,0.15584415584415584
925,Masters,0-15,Senior,1.0
926,PhD,15-30+,Senior,1.0
927,PhD,0-15,Junior,0.8441558441558441
927,PhD,15-30+,Junior,0.15584415584415584
928,PhD,15-30+,Senior,1.0
929,Masters,0-15,Senior,0.7000000000000001
929,PhD,0-15,Senior,0.30000000000000004
930,Masters,15-30+,Senior,1.0
931,Masters,0-15,Junior,0.5909090909090908
931,Masters,15-30+,Junior,0.10909090909090907
931,PhD,0-15,Junior,0.2532467532467533
931,PhD,15-30+,Junior,0.046753246753246755
932,Masters,0-15,Manager,0.6999999999999998
932,PhD,0-15,Manager,0.30000000000000004
933,PhD,0-15,Senior,0.8441558441558442
933,PhD,15-30+,Senior,0.15584415584415584
934,Masters,15-30+,Senior,0.7
934,PhD,15-30+,Senior,0.30000000000000004
935,Masters,15-30+,Senior,1.0
936,Masters,0-15,Junior,0.5909090909090909
936,Masters,15-30+,Junior,0.10909090909090909
936,PhD,0-15,Junior,0.25324675324675333
936,PhD,15-30+,Junior,0.04675324675324676
937,Masters,0-15,Manager,0.8441558441558441
937,Masters,15-30+,Manager,0.15584415584415584
938,Masters,0-15,Junior,0.8441558441558441
938,Masters,15-30+,Junior,0.15584415584415584
939,Masters,0-15,Senior,0.5909090909090909
939,Masters,15-30+,Senior,0.10909090909090907
939,PhD,0-15,Senior,0.2532467532467532
939,PhD,15-30+,Senior,0.046753246753246755
940,Masters,0-15,Junior,0.8441558441558441
940,Masters,15-30+,Junior,0.15584415584415584
941,PhD,0-15,Senior,1.0
942,PhD,0-15,Senior,1.0
943,Masters,0-15,Senior,1.0
944,Masters,0-15,Manager,0.8441558441558441
944,Masters,15-30+,Manager,0.1558441558441558
945,Masters,0-15,Junior,0.5909090909090908
945,Masters,15-30+,Junior,0.10909090909090907
945,PhD,0-15,Junior,0.2532467532467533
945,PhD,15-30+,Junior,0.046753246753246755
946,Masters,15-30+,Senior,1.0
947,Masters,0-15,Senior,1.0
948,Masters,0-15,Senior,0.7
948,PhD,0-15,Senior,0.3
949,Masters,15-30+,Manager,1.0000000000000002
950,Masters,0-15,Junior,1.0
951,Masters,15-30+,Senior,0.7
951,PhD,15-30+,Senior,0.3
952,Masters,0-15,Junior,0.7
952,PhD,0-15,Junior,0.30000000000000004
953,PhD,15-30+,Senior,1.0
954,Masters,0-15,Junior,0.7
954,PhD,0-15,Junior,0.3000000000000001
955,Masters,15-30+,Senior,0.7
955,PhD,15-30+,Senior,0.3
956,PhD,15-30+,Manager,1.0
957,Masters,15-30+,Senior,0.7
957,PhD,15-30+,Senior,0.3
958,Masters,0-15,Senior,0.8441558441558442
958,Masters,15-30+,Senior,0.15584415584415584
959,Masters,0-15,Manager,0.6999999999999998
959,PhD,0-15,Manager,0.30000000000000004
960,Masters,0-15,Senior,1.0
961,Masters,15-30+,Senior,1.0
962,Masters,15-30+,Senior,1.0
963,Masters,0-15,Senior,1.0
964,Masters,15-30+,Senior,1.0
965,Masters,0-15,Senior,0.8441558441558442
965,Masters,15-30+,Senior,0.15584415584415584
966,PhD,0-15,Manager,1.0
967,PhD,15-30+,Manager,1.0
968,Masters,15-30+,Senior,0.7
968,PhD,15-30+,Senior,0.3
969,Masters,0-15,Junior,0.5909090909090908
969,Masters,15-30+,Junior,0.10909090909090907
969,PhD,0-15,Junior,0.2532467532467533
969,PhD,15-30+,Junior,0.046753246753246755
970,Masters,0-15,Junior,0.7
970,PhD,0-15,Junior,0.30000000000000004
971,Masters,15-30+,Senior,0.7
971,PhD,15-30+,Senior,0.30000000000000004
972,PhD,15-30+,Manager,1.0
973,Masters,0-15,Manager,1.0
974,PhD,0-15,Senior,1.0
975,PhD,0-15,Senior,0.8441558441558442
975,PhD,15-30+,Senior,0.15584415584415584
976,Masters,0-15,Senior,0.8441558441558441
976,Masters,15-30+,Senior,0.15584415584415584
977,Masters,15-30+,Senior,1.0
978,Masters,0-15,Junior,0.8441558441558441
978,Masters,15-30+,Junior,0.15584415584415584
979,Masters,0-15,Junior,0.7
979,PhD,0-15,Junior,0.30000000000000004
980,Masters,15-30+,Senior,1.0
981,Masters,0-15,Manager,0.8441558441558441
981,Masters,15-30+,Manager,0.15584415584415584
982,Masters,0-15,Senior,1.0
983,Masters,0-15,Senior,0.8441558441558442
983,Masters,15-30+,Senior,0.15584415584415584
984,Masters,15-30+,Junior,0.7
984,PhD,15-30+,Junior,0.30000000000000004
985,PhD,15-30+,Manager,1.0
986,Masters,0-15,Senior,1.0
987,Masters,0-15,Senior,0.8441558441558441
987,Masters,15-30+,Senior,0.15584415584415584
988,Masters,0-15,Junior,0.5909090909090908
988,Masters,15-30+,Junior,0.10909090909090907
988,PhD,0-15,Junior,0.2532467532467533
988,PhD,15-30+,Junior,0.046753246753246755
989,Masters,0-15,Senior,1.0
990,Masters,15-30+,Manager,0.7
990,PhD,15-30+,Manager,0.3000000000000001
991,Masters,0-15,Senior,0.7
991,PhD,0-15,Senior,0.3
992,Masters,15-30+,Manager,1.0
993,Masters,15-30+,Senior,1.0
994,Masters,15-30+,Manager,1.0000000000000002
995,Masters,0-15,Senior,0.7
995,PhD,0-15,Senior,0.3
996,Masters,0-15,Senior,0.7
996,PhD,0-15,Senior,0.3
997,PhD,0-15,Manager,0.8441558441558441
997,PhD,15-30+,Manager,0.15584415584415584
998,Masters,0-15,Manager,0.8441558441558441
998,Masters,15-30+,Manager,0.15584415584415584
999,Masters,0-15,Senior,0.8441558441558441
999,Masters,15-30+,Senior,0.15584415584415584
1000,Masters,0-15,Senior,0.8441558441558442
1000,Masters,15-30+,Senior,0.15584415584415584
1001,Masters,0-15,Senior,0.7
1001,PhD,0-15,Senior,0.3
1002,Masters,0-15,Junior,0.7
1002,PhD,0-15,Junior,0.3000000000000001
1003,PhD,0-15,Manager,0.8441558441558442
1003,PhD,15-30+,Manager,0.15584415584415584
1004,Masters,0-15,Manager,1.0
1005,Masters,15-30+,Senior,0.7
1005,PhD,15-30+,Senior,0.3
1006,PhD,0-15,Senior,0.8441558441558442
1006,PhD,15-30+,Senior,0.15584415584415584
1007,Masters,15-30+,Junior,1.0
1008,Masters,15-30+,Senior,0.7
1008,PhD,15-30+,Senior,0.30000000000000004
1009,Masters,0-15,Senior,1.0
1010,Masters,0-15,Manager,0.5909090909090908
1010,Masters,15-30+,Manager,0.10909090909090907
1010,PhD,0-15,Manager,0.2532467532467533
1010,PhD,15-30+,Manager,0.04675324675324676
1011,Masters,0-15,Senior,0.8441558441558442
1011,Masters,15-30+,Senior,0.15584415584415584
1012,Masters,0-15,Junior,0.5909090909090908
1012,Masters,15-30+,Junior,0.10909090909090907
1012,PhD,0-15,Junior,0.2532467532467533
1012,PhD,15-30+,Junior,0.046753246753246755
1013,Masters,0-15,Senior,1.0
1014,PhD,15-30+,Senior,1.0
1015,Masters,0-15,Senior,0.8441558441558441
1015,Masters,15-30+,Senior,0.15584415584415584
1016,PhD,0-15,Senior,1.0
1017,Masters,0-15,Senior,1.0
1018,Masters,15-30+,Manager,0.7
1018,PhD,15-30+,Manager,0.30000000000000004
1019,PhD,15-30+,Senior,1.0
1020,Masters,0-15,Senior,0.590909090909091
1020,Masters,15-30+,Senior,0.10909090909090909
1020,PhD,0-15,Senior,0.2532467532467533
1020,PhD,15-30+,Senior,0.046753246753246755
1021,PhD,0-15,Manager,1.0
1022,Masters,15-30+,Manager,1.0000000000000002
1023,Masters,0-15,Senior,0.7
1023,PhD,0-15,Senior,0.3
1024,Masters,0-15,Junior,1.0
1025,Masters,15-30+,Senior,0.7
1025,PhD,15-30+,Senior,0.3
1026,Masters,15-30+,Senior,0.7
1026,PhD,15-30+,Senior,0.3
1027,Masters,0-15,Junior,1.0
1028,Masters,0-15,Junior,0.8441558441558441
1028,Masters,15-30+,Junior,0.15584415584415584
1029,Masters,0-15,Senior,0.7
1029,PhD,0-15,Senior,0.3
1030,Masters,0-15,Junior,0.7
1030,PhD,0-15,Junior,0.3000000000000001
1031,PhD,15-30+,Manager,1.0
1032,Masters,0-15,Junior,0.8441558441558441
1032,Masters,15-30+,Junior,0.15584415584415584
1033,Masters,0-15,Manager,1.0
1034,Masters,0-15,Senior,0.7000000000000001
1034,PhD,0-15,Senior,0.3
1035,PhD,0-15,Junior,1.0
1036,Masters,0-15,Senior,1.0
1037,Masters,0-15,Manager,0.8441558441558441
1037,Masters,15-30+,Manager,0.15584415584415584
1038,Masters,15-30+,Senior,1.0
1039,Masters,15-30+,Senior,1.0
1040,PhD,0-15,Senior,1.0
1041,Masters,0-15,Junior,0.5909090909090909
1041,Masters,15-30+,Junior,0.10909090909090909
1041,PhD,0-15,Junior,0.25324675324675333
1041,PhD,15-30+,Junior,0.04675324675324677
1042,Masters,15-30+,Senior,0.7
1042,PhD,15-30+,Senior,0.30000000000000004
1043,PhD,0-15,Senior,1.0
1044,Masters,0-15,Senior,0.5909090909090909
1044,Masters,15-30+,Senior,0.10909090909090909
1044,PhD,0-15,Senior,0.2532467532467532
1044,PhD,15-30+,Senior,0.04675324675324676
1045,Masters,0-15,Junior,0.5909090909090908
1045,Masters,15-30+,Junior,0.10909090909090907
1045,PhD,0-15,Junior,0.2532467532467533
1045,PhD,15-30+,Junior,0.046753246753246755
1046,Masters,0-15,Junior,1.0
1047,Masters,0-15,Senior,0.7
1047,PhD,0-15,Senior,0.3
1048,Masters,0-15,Senior,0.5909090909090909
1048,Masters,15-30+,Senior,0.10909090909090907
1048,PhD,0-15,Senior,0.2532467532467532
1048,PhD,15-30+,Senior,0.046753246753246755
1049,Masters,0-15,Junior,0.5909090909090908
1049,Masters,15-30+,Junior,0.10909090909090907
1049,PhD,0-15,Junior,0.2532467532467533
1049,PhD,15-30+,Junior,0.046753246753246755
1050,Masters,15-30+,Senior,1.0
1051,Masters,0-15,Junior,0.5909090909090908
1051,Masters,15-30+,Junior,0.10909090909090907
1051,PhD,0-15,Junior,0.2532467532467533
1051,PhD,15-30+,Junior,0.046753246753246755
1052,Masters,15-30+,Junior,0.7
1052,PhD,15-30+,Junior,0.3000000000000001
1053,Masters,0-15,Senior,0.7
1053,PhD,0-15,Senior,0.3
1054,Masters,0-15,Senior,0.8441558441558441
1054,Masters,15-30+,Senior,0.15584415584415584
1055,PhD,15-30+,Senior,1.0
1056,Masters,0-15,Senior,1.0
1057,Masters,0-15,Junior,0.7
1057,PhD,0-15,Junior,0.3000000000000001
1058,Masters,0-15,Senior,1.0
1059,Masters,0-15,Senior,0.7
1059,PhD,0-15,Senior,0.3
1060,Masters,0-15,Junior,0.8441558441558441
1060,Masters,15-30+,Junior,0.15584415584415584
1061,PhD,0-15,Manager,0.8441558441558441
1061,PhD,15-30+,Manager,0.15584415584415584
1062,Masters,0-15,Manager,0.5909090909090907
1062,Masters,15-30+,Manager,0.10909090909090907
1062,PhD,0-15,Manager,0.2532467532467532
1062,PhD,15-30+,Manager,0.046753246753246755
1063,Masters,0-15,Junior,0.7
1063,PhD,0-15,Junior,0.3000000000000001
1064,Masters,15-30+,Senior,1.0
1065,Masters,0-15,Senior,0.7000000000000001
1065,PhD,0-15,Senior,0.30000000000000004
1066,Masters,0-15,Senior,1.0
1067,Masters,0-15,Junior,0.8441558441558441
1067,Masters,15-30+,Junior,0.15584415584415584
1068,Masters,0-15,Junior,0.5909090909090908
1068,Masters,15-30+,Junior,0.10909090909090907
1068,PhD,0-15,Junior,0.2532467532467533
1068,PhD,15-30+,Junior,0.046753246753246755
1069,Masters,0-15,Senior,1.0
1070,Masters,0-15,Manager,0.8441558441558441
1070,Masters,15-30+,Manager,0.15584415584415584
1071,Masters,0-15,Senior,1.0
1072,Masters,15-30+,Senior,1.0
1073,Masters,0-15,Senior,0.8441558441558442
1073,Masters,15-30+,Senior,0.15584415584415584
1074,PhD,15-30+,Manager,1.0
1075,Masters,15-30+,Senior,0.7
1075,PhD,15-30+,Senior,0.30000000000000004
1076,Masters,15-30+,Senior,1.0
1077,PhD,0-15,Manager,1.0
1078,PhD,0-15,Senior,0.8441558441558442
1078,PhD,15-30+,Senior,0.15584415584415584
1079,Masters,0-15,Senior,0.5909090909090909
1079,Masters,15-30+,Senior,0.10909090909090907
1079,PhD,0-15,Senior,0.2532467532467532
1079,PhD,15-30+,Senior,0.046753246753246755
1080,Masters,15-30+,Junior,0.7
1080,PhD,15-30+,Junior,0.30000000000000004
1081,Masters,0-15,Junior,1.0
1082,Masters,0-15,Junior,0.7
1082,PhD,0-15,Junior,0.30000000000000004
1083,PhD,0-15,Senior,1.0
1084,Masters,0-15,Manager,0.8441558441558441
1084,Masters,15-30+,Manager,0.1558441558441558
1085,Masters,0-15,Senior,0.590909090909091
1085,Masters,15-30+,Senior,0.10909090909090909
1085,PhD,0-15,Senior,0.2532467532467533
1085,PhD,15-30+,Senior,0.046753246753246755
1086,Masters,0-15,Senior,1.0
1087,PhD,0-15,Manager,1.0
1088,Masters,15-30+,Senior,1.0
1089,Masters,0-15,Senior,1.0
1090,Masters,15-30+,Senior,1.0
1091,Masters,0-15,Junior,0.8441558441558441
1091,Masters,15-30+,Junior,0.15584415584415584
1092,Masters,0-15,Senior,1.0
1093,Masters,0-15,Senior,0.7
1093,PhD,0-15,Senior,0.30000000000000004
1094,Masters,0-15,Senior,1.0
1095,Masters,0-15,Junior,0.5909090909090909
1095,Masters,15-30+,Junior,0.10909090909090909
1095,PhD,0-15,Junior,0.25324675324675333
1095,PhD,15-30+,Junior,0.04675324675324676
1096,Masters,0-15,Senior,0.7
1096,PhD,0-15,Senior,0.3
1097,Masters,0-15,Senior,0.5909090909090909
1097,Masters,15-30+,Senior,0.10909090909090909
1097,PhD,0-15,Senior,0.2532467532467532
1097,PhD,15-30+,Senior,0.04675324675324676
1098,PhD,0-15,Senior,0.8441558441558442
1098,PhD,15-30+,Senior,0.15584415584415584
1099,PhD,0-15,Senior,1.0
1100,Masters,0-15,Senior,0.8441558441558441
1100,Masters,15-30+,Senior,0.15584415584415587
1101,Masters,0-15,Senior,0.7000000000000001
1101,PhD,0-15,Senior,0.3
1102,Masters,15-30+,Senior,1.0
1103,Masters,0-15,Manager,0.8441558441558441
1103,Masters,15-30+,Manager,0.1558441558441558
1104,Masters,15-30+,Senior,0.7
1104,PhD,15-30+,Senior,0.3
1105,PhD,0-15,Manager,1.0
1106,Masters,0-15,Senior,0.590909090909091
1106,Masters,15-30+,Senior,0.10909090909090909
1106,PhD,0-15,Senior,0.2532467532467533
1106,PhD,15-30+,Senior,0.046753246753246755
1107,Masters,0-15,Senior,0.7000000000000001
1107,PhD,0-15,Senior,0.30000000000000004
1108,Masters,0-15,Senior,1.0
1109,Masters,15-30+,Senior,1.0
1110,Masters,0-15,Senior,0.7000000000000001
1110,PhD,0-15,Senior,0.30000000000000004
1111,Masters,0-15,Junior,0.7
1111,PhD,0-15,Junior,0.30000000000000004
1112,Masters,15-30+,Senior,1.0
1113,PhD,0-15,Senior,0.8441558441558441
1113,PhD,15-30+,Senior,0.15584415584415584
1114,Masters,0-15,Junior,0.8441558441558441
1114,Masters,15-30+,Junior,0.15584415584415584
1115,Masters,0-15,Senior,1.0
1116,PhD,0-15,Manager,0.8441558441558441
1116,PhD,15-30+,Manager,0.15584415584415584
1117,Masters,15-30+,Senior,1.0
1118,Masters,0-15,Manager,1.0
1119,Masters,0-15,Junior,0.8441558441558441
1119,Masters,15-30+,Junior,0.15584415584415584
1120,Masters,0-15,Senior,1.0
1121,PhD,0-15,Senior,1.0
1122,PhD,0-15,Senior,0.8441558441558442
1122,PhD,15-30+,Senior,0.15584415584415584
1123,PhD,0-15,Junior,1.0
1124,PhD,0-15,Senior,1.0
1125,PhD,15-30+,Manager,1.0
1126,Masters,0-15,Junior,0.7
1126,PhD,0-15,Junior,0.30000000000000004
1127,Masters,0-15,Senior,0.7
1127,PhD,0-15,Senior,0.3
1128,Masters,0-15,Junior,0.7
1128,PhD,0-15,Junior,0.3000000000000001
1129,Masters,0-15,Junior,0.5909090909090909
1129,Masters,15-30+,Junior,0.10909090909090909
1129,PhD,0-15,Junior,0.25324675324675333
1129,PhD,15-30+,Junior,0.04675324675324677
1130,PhD,0-15,Senior,1.0
1131,Masters,15-30+,Manager,1.0
1132,Masters,0-15,Junior,0.5909090909090909
1132,Masters,15-30+,Junior,0.10909090909090909
1132,PhD,0-15,Junior,0.25324675324675333
1132,PhD,15-30+,Junior,0.04675324675324676
1133,Masters,15-30+,Senior,0.7
1133,PhD,15-30+,Senior,0.3
1134,Masters,15-30+,Manager,0.6999999999999998
1134,PhD,15-30+,Manager,0.30000000000000004
1135,PhD,0-15,Senior,0.8441558441558442
1135,PhD,15-30+,Senior,0.15584415584415584
1136,Masters,0-15,Senior,1.0
1137,Masters,0-15,Senior,1.0
1138,Masters,0-15,Senior,0.8441558441558442
1138,Masters,15-30+,Senior,0.15584415584415584
1139,Masters,0-15,Junior,0.8441558441558441
1139,Masters,15-30+,Junior,0.15584415584415584
1140,PhD,15-30+,Senior,1.0
1141,Masters,0-15,Senior,0.7000000000000001
1141,PhD,0-15,Senior,0.30000000000000004
1142,Masters,0-15,Junior,1.0
1143,Masters,0-15,Junior,0.7
1143,PhD,0-15,Junior,0.30000000000000004
1144,Masters,0-15,Junior,0.8441558441558441
1144,Masters,15-30+,Junior,0.15584415584415584
1145,Masters,0-15,Junior,0.5909090909090909
1145,Masters,15-30+,Junior,0.10909090909090909
1145,PhD,0-15,Junior,0.25324675324675333
1145,PhD,15-30+,Junior,0.04675324675324676
1146,PhD,0-15,Senior,0.8441558441558441
1146,PhD,15-30+,Senior,0.15584415584415584
1147,PhD,0-15,Manager,0.8441558441558441
1147,PhD,15-30+,Manager,0.15584415584415584
1148,PhD,0-15,Senior,0.8441558441558442
1148,PhD,15-30+,Senior,0.15584415584415587
1149,Masters,0-15,Junior,1.0
1150,Masters,15-30+,Senior,0.7
1150,PhD,15-30+,Senior,0.30000000000000004
1151,Masters,0-15,Manager,0.8441558441558441
1151,Masters,15-30+,Manager,0.15584415584415584
1152,Masters,15-30+,Senior,1.0
1153,PhD,15-30+,Senior,1.0
1154,Masters,15-30+,Senior,0.7
1154,PhD,15-30+,Senior,0.3
1155,Masters,15-30+,Senior,1.0
1156,Masters,0-15,Junior,1.0
1157,Masters,0-15,Senior,1.0
1158,Masters,0-15,Senior,1.0
1159,Masters,15-30+,Senior,1.0
1160,Masters,0-15,Junior,0.7
1160,PhD,0-15,Junior,0.3000000000000001
1161,Masters,15-30+,Manager,1.0
1162,Masters,0-15,Senior,0.5909090909090909
1162,Masters,15-30+,Senior,0.10909090909090906
1162,PhD,0-15,Senior,0.2532467532467532
1162,PhD,15-30+,Senior,0.046753246753246755
1163,Masters,0-15,Junior,0.5909090909090908
1163,Masters,15-30+,Junior,0.10909090909090907
1163,PhD,0-15,Junior,0.2532467532467533
1163,PhD,15-30+,Junior,0.046753246753246755
1164,Masters,0-15,Junior,0.8441558441558441
1164,Masters,15-30+,Junior,0.15584415584415584
1165,Masters,15-30+,Senior,1.0
1166,Masters,0-15,Junior,0.8441558441558441
1166,Masters,15-30+,Junior,0.15584415584415584
1167,Masters,15-30+,Senior,0.7
1167,PhD,15-30+,Senior,0.30000000000000004
1168,Masters,15-30+,Junior,0.7
1168,PhD,15-30+,Junior,0.30000000000000004
1169,PhD,0-15,Manager,0.8441558441558441
1169,PhD,15-30+,Manager,0.15584415584415584
1170,Masters,15-30+,Senior,1.0
1171,PhD,15-30+,Senior,1.0
1172,Masters,15-30+,Senior,0.7
1172,PhD,15-30+,Senior,0.3
1173,Masters,0-15,Senior,1.0
1174,Masters,0-15,Senior,0.8441558441558441
1174,Masters,15-30+,Senior,0.15584415584415584
1175,Masters,15-30+,Senior,1.0
1176,PhD,0-15,Senior,1.0
1177,Masters,15-30+,Manager,1.0
1178,Masters,0-15,Senior,0.8441558441558441
1178,Masters,15-30+,Senior,0.15584415584415587
1179,Masters,15-30+,Manager,1.0000000000000002
1180,Masters,15-30+,Senior,0.7
1180,PhD,15-30+,Senior,0.3
1181,Masters,15-30+,Junior,1.0
1182,Masters,0-15,Junior,0.8441558441558441
1182,Masters,15-30+,Junior,0.15584415584415584
1183,Masters,0-15,Senior,0.8441558441558441
1183,Masters,15-30+,Senior,0.15584415584415584
1184,PhD,0-15,Senior,1.0
1185,Masters,0-15,Junior,0.8441558441558441
1185,Masters,15-30+,Junior,0.15584415584415584
1186,Masters,0-15,Senior,0.5909090909090909
1186,Masters,15-30+,Senior,0.10909090909090909
1186,PhD,0-15,Senior,0.2532467532467532
1186,PhD,15-30+,Senior,0.04675324675324676
1187,Masters,0-15,Junior,1.0
1188,Masters,15-30+,Manager,0.7
1188,PhD,15-30+,Manager,0.30000000000000004
1189,Masters,0-15,Junior,0.7
1189,PhD,0-15,Junior,0.3000000000000001
1190,Masters,0-15,Senior,1.0
1191,Masters,0-15,Manager,1.0
1192,Masters,15-30+,Senior,1.0
1193,Masters,15-30+,Manager,1.0
1194,Masters,0-15,Junior,1.0
1195,Masters,0-15,Junior,0.8441558441558441
1195,Masters,15-30+,Junior,0.15584415584415584
1196,Masters,0-15,Manager,1.0
1197,PhD,0-15,Senior,1.0
1198,Masters,15-30+,Manager,1.0
1199,Masters,15-30+,Manager,0.6999999999999998
1199,PhD,15-30+,Manager,0.30000000000000004
1200,Masters,0-15,Junior,0.5909090909090909
1200,Masters,15-30+,Junior,0.10909090909090909
1200,PhD,0-15,Junior,0.25324675324675333
1200,PhD,15-30+,Junior,0.04675324675324676
1201,Masters,0-15,Senior,0.590909090909091
1201,Masters,15-30+,Senior,0.10909090909090909
1201,PhD,0-15,Senior,0.2532467532467533
1201,PhD,15-30+,Senior,0.046753246753246755
1202,PhD,15-30+,Senior,1.0
1203,Masters,0-15,Senior,1.0
1204,PhD,0-15,Senior,0.8441558441558441
1204,PhD,15-30+,Senior,0.15584415584415584
1205,PhD,15-30+,Senior,1.0
1206,Masters,15-30+,Senior,1.0
1207,Masters,0-15,Senior,1.0
1208,Masters,15-30+,Senior,1.0
1209,Masters,15-30+,Senior,1.0
1210,PhD,0-15,Senior,1.0
1211,Masters,0-15,Senior,1.0
1212,Masters,15-30+,Manager,1.0
1213,Masters,0-15,Senior,1.0
1214,Masters,0-15,Junior,0.5909090909090909
1214,Masters,15-30+,Junior,0.10909090909090909
1214,PhD,0-15,Junior,0.25324675324675333
1214,PhD,15-30+,Junior,0.04675324675324676
1215,Masters,0-15,Manager,1.0
1216,Masters,15-30+,Senior,1.0
1217,Masters,15-30+,Senior,1.0
1218,Masters,0-15,Junior,0.5909090909090908
1218,Masters,15-30+,Junior,0.10909090909090907
1218,PhD,0-15,Junior,0.2532467532467533
1218,PhD,15-30+,Junior,0.046753246753246755
1219,Masters,0-15,Senior,0.8441558441558441
1219,Masters,15-30+,Senior,0.15584415584415587
1220,Masters,0-15,Senior,1.0
1221,PhD,15-30+,Senior,1.0
1222,Masters,0-15,Junior,0.5909090909090908
1222,Masters,15-30+,Junior,0.10909090909090907
1222,PhD,0-15,Junior,0.2532467532467533
1222,PhD,15-30+,Junior,0.046753246753246755
1223,Masters,0-15,Senior,0.8441558441558442
1223,Masters,15-30+,Senior,0.15584415584415584
1224,PhD,0-15,Junior,0.8441558441558441
1224,PhD,15-30+,Junior,0.15584415584415584
1225,Masters,15-30+,Senior,0.7
1225,PhD,15-30+,Senior,0.30000000000000004
1226,Masters,15-30+,Senior,1.0
1227,Masters,0-15,Senior,0.8441558441558442
1227,Masters,15-30+,Senior,0.15584415584415584
1228,Masters,0-15,Junior,0.7
1228,PhD,0-15,Junior,0.3000000000000001
1229,Masters,0-15,Junior,0.8441558441558441
1229,Masters,15-30+,Junior,0.15584415584415584
1230,Masters,0-15,Senior,0.7
1230,PhD,0-15,Senior,0.3
1231,PhD,15-30+,Senior,1.0
1232,Masters,0-15,Junior,0.8441558441558441
1232,Masters,15-30+,Junior,0.15584415584415584
1233,Masters,15-30+,Manager,1.0000000000000002
1234,Masters,15-30+,Junior,1.0
1235,Masters,0-15,Senior,0.8441558441558442
1235,Masters,15-30+,Senior,0.15584415584415584
1236,Masters,0-15,Junior,0.7
1236,PhD,0-15,Junior,0.30000000000000004
1237,Masters,0-15,Senior,0.8441558441558441
1237,Masters,15-30+,Senior,0.15584415584415587
1238,PhD,15-30+,Manager,1.0
1239,Masters,15-30+,Junior,1.0
1240,Masters,15-30+,Senior,0.7
1240,PhD,15-30+,Senior,0.3
1241,Masters,0-15,Senior,0.7
1241,PhD,0-15,Senior,0.3
1242,Masters,15-30+,Senior,1.0
1243,Masters,15-30+,Senior,0.7
1243,PhD,15-30+,Senior,0.3
1244,Masters,0-15,Senior,0.8441558441558441
1244,Masters,15-30+,Senior,0.15584415584415584
1245,Masters,0-15,Senior,0.590909090909091
1245,Masters,15-30+,Senior,0.10909090909090909
1245,PhD,0-15,Senior,0.2532467532467533
1245,PhD,15-30+,Senior,0.046753246753246755
1246,Masters,15-30+,Senior,1.0
1247,PhD,0-15,Senior,1.0
1248,Masters,0-15,Senior,0.590909090909091
1248,Masters,15-30+,Senior,0.10909090909090909
1248,PhD,0-15,Senior,0.2532467532467533
1248,PhD,15-30+,Senior,0.046753246753246755
1249,Masters,0-15,Senior,1.0
1250,Masters,0-15,Senior,1.0
1251,Masters,0-15,Senior,1.0
1252,Masters,0-15,Senior,1.0
1253,Masters,0-15,Junior,0.8441558441558441
1253,Masters,15-30+,Junior,0.15584415584415584
1254,Masters,0-15,Senior,1.0
1255,PhD,0-15,Senior,1.0
1256,Masters,15-30+,Manager,1.0
1257,Masters,15-30+,Senior,0.7
1257,PhD,15-30+,Senior,0.30000000000000004
1258,Masters,15-30+,Senior,1.0
1259,PhD,0-15,Manager,0.8441558441558441
1259,PhD,15-30+,Manager,0.15584415584415584
1260,PhD,0-15,Junior,0.8441558441558441
1260,PhD,15-30+,Junior,0.15584415584415584
1261,Masters,15-30+,Senior,0.7
1261,PhD,15-30+,Senior,0.30000000000000004
1262,PhD,15-30+,Senior,1.0
1263,Masters,0-15,Senior,0.5909090909090909
1263,Masters,15-30+,Senior,0.10909090909090907
1263,PhD,0-15,Senior,0.2532467532467532
1263,PhD,15-30+,Senior,0.046753246753246755
1264,Masters,15-30+,Senior,1.0
1265,Masters,0-15,Manager,1.0
1266,Masters,15-30+,Senior,1.0
1267,Masters,15-30+,Senior,1.0
1268,Masters,0-15,Senior,1.0
1269,PhD,0-15,Senior,0.8441558441558442
1269,PhD,15-30+,Senior,0.15584415584415587
1270,Masters,0-15,Senior,1.0
1271,Masters,0-15,Senior,1.0
1272,Masters,0-15,Senior,0.7
1272,PhD,0-15,Senior,0.3
1273,PhD,15-30+,Senior,1.0
1274,Masters,0-15,Senior,0.7
