block_id,eid,Education,Experience,Position,probability
899,899,Masters,0-15,Senior,0.590909090909091
899,899,Masters,15-30+,Senior,0.109090909090909
899,899,PhD,0-15,Senior,0.253246753246753
899,899,PhD,15-30+,Senior,0.0467532467532468
900,900,Masters,15-30+,Senior,0.7
900,900,PhD,15-30+,Senior,0.3
901,901,PhD,0-15,Junior,0.844155844155844
901,901,PhD,15-30+,Junior,0.155844155844156
902,902,Masters,15-30+,Senior,1.0
903,903,PhD,0-15,Senior,0.844155844155844
903,903,PhD,15-30+,Senior,0.155844155844156
904,904,Masters,0-15,Senior,1.0
905,905,PhD,0-15,Senior,1.0
906,906,Masters,0-15,Senior,0.590909090909091
906,906,Masters,15-30+,Senior,0.109090909090909
906,906,PhD,0-15,Senior,0.253246753246753
906,906,PhD,15-30+,Senior,0.0467532467532468
907,907,Masters,0-15,Junior,0.844155844155844
907,907,Masters,15-30+,Junior,0.155844155844156
908,908,PhD,15-30+,Manager,1.0
909,909,PhD,0-15,Manager,0.844155844155844
909,909,PhD,15-30+,Manager,0.155844155844156
910,910,Masters,0-15,Senior,0.590909090909091
910,910,Masters,15-30+,Senior,0.109090909090909
910,910,PhD,0-15,Senior,0.253246753246753
910,910,PhD,15-30+,Senior,0.0467532467532468
911,911,Masters,0-15,Senior,1.0
912,912,Masters,0-15,Junior,1.0
913,913,Masters,0-15,Senior,1.0
914,914,Masters,15-30+,Senior,0.7
914,914,PhD,15-30+,Senior,0.3
915,915,Masters,0-15,Senior,1.0
916,916,Masters,0-15,Senior,0.590909090909091
916,916,Masters,15-30+,Senior,0.109090909090909
916,916,PhD,0-15,Senior,0.253246753246753
916,916,PhD,15-30+,Senior,0.0467532467532468
917,917,Masters,15-30+,Manager,0.7
917,917,PhD,15-30+,Manager,0.3
918,918,Masters,0-15,Junior,0.844155844155844
918,918,Masters,15-30+,Junior,0.155844155844156
919,919,Masters,0-15,Senior,0.844155844155844
919,919,Masters,15-30+,Senior,0.155844155844156
920,920,Masters,15-30+,Manager,0.7
920,920,PhD,15-30+,Manager,0.3
921,921,PhD,0-15,Senior,1.0
922,922,Masters,0-15,Senior,0.844155844155844
922,922,Masters,15-30+,Senior,0.155844155844156
923,923,Masters,15-30+,Senior,1.0
924,924,Masters,0-15,Senior,0.844155844155844
924,924,Masters,15-30+,Senior,0.155844155844156
925,925,Masters,0-15,Senior,1.0
926,926,PhD,15-30+,Senior,1.0
927,927,PhD,0-15,Junior,0.844155844155844
927,927,PhD,15-30+,Junior,0.155844155844156
928,928,PhD,15-30+,Senior,1.0
929,929,Masters,0-15,Senior,0.7
929,929,PhD,0-15,Senior,0.3
930,930,Masters,15-30+,Senior,1.0
931,931,Masters,0-15,Junior,0.590909090909091
931,931,Masters,15-30+,Junior,0.109090909090909
931,931,PhD,0-15,Junior,0.253246753246753
931,931,PhD,15-30+,Junior,0.0467532467532468
932,932,Masters,0-15,Manager,0.7
932,932,PhD,0-15,Manager,0.3
933,933,PhD,0-15,Senior,0.844155844155844
933,933,PhD,15-30+,Senior,0.155844155844156
934,934,Masters,15-30+,Senior,0.7
934,934,PhD,15-30+,Senior,0.3
935,935,Masters,15-30+,Senior,1.0
936,936,Masters,0-15,Junior,0.590909090909091
936,936,Masters,15-30+,Junior,0.109090909090909
936,936,PhD,0-15,Junior,0.253246753246753
936,936,PhD,15-30+,Junior,0.0467532467532468
937,937,Masters,0-15,Manager,0.844155844155844
937,937,Masters,15-30+,Manager,0.155844155844156
938,938,Masters,0-15,Junior,0.844155844155844
938,938,Masters,15-30+,Junior,0.155844155844156
939,939,Masters,0-15,Senior,0.590909090909091
939,939,Masters,15-30+,Senior,0.109090909090909
939,939,PhD,0-15,Senior,0.253246753246753
939,939,PhD,15-30+,Senior,0.0467532467532468
940,940,Masters,0-15,Junior,0.844155844155844
940,940,Masters,15-30+,Junior,0.155844155844156
941,941,PhD,0-15,Senior,1.0
942,942,PhD,0-15,Senior,1.0
943,943,Masters,0-15,Senior,1.0
944,944,Masters,0-15,Manager,0.844155844155844
944,944,Masters,15-30+,Manager,0.155844155844156
945,945,Masters,0-15,Junior,0.590909090909091
945,945,Masters,15-30+,Junior,0.109090909090909
945,945,PhD,0-15,Junior,0.253246753246753
945,945,PhD,15-30+,Junior,0.0467532467532468
946,946,Masters,15-30+,Senior,1.0
947,947,Masters,0-15,Senior,1.0
948,948,Masters,0-15,Senior,0.7
948,948,PhD,0-15,Senior,0.3
949,949,Masters,15-30+,Manager,1.0
950,950,Masters,0-15,Junior,1.0
951,951,Masters,15-30+,Senior,0.7
951,951,PhD,15-30+,Senior,0.3
952,952,Masters,0-15,Junior,0.7
952,952,PhD,0-15,Junior,0.3
953,953,PhD,15-30+,Senior,1.0
954,954,Masters,0-15,Junior,0.7
954,954,PhD,0-15,Junior,0.3
955,955,Masters,15-30+,Senior,0.7
955,955,PhD,15-30+,Senior,0.3
956,956,PhD,15-30+,Manager,1.0
957,957,Masters,15-30+,Senior,0.7
957,957,PhD,15-30+,Senior,0.3
958,958,Masters,0-15,Senior,0.844155844155844
958,958,Masters,15-30+,Senior,0.155844155844156
959,959,Masters,0-15,Manager,0.7
959,959,PhD,0-15,Manager,0.3
960,960,Masters,0-15,Senior,1.0
961,961,Masters,15-30+,Senior,1.0
962,962,Masters,15-30+,Senior,1.0
963,963,Masters,0-15,Senior,1.0
964,964,Masters,15-30+,Senior,1.0
965,965,Masters,0-15,Senior,0.844155844155844
965,965,Masters,15-30+,Senior,0.155844155844156
966,966,PhD,0-15,Manager,1.0
967,967,PhD,15-30+,Manager,1.0
968,968,Masters,15-30+,Senior,0.7
968,968,PhD,15-30+,Senior,0.3
969,969,Masters,0-15,Junior,0.590909090909091
969,969,Masters,15-30+,Junior,0.109090909090909
969,969,PhD,0-15,Junior,0.253246753246753
969,969,PhD,15-30+,Junior,0.0467532467532468
970,970,Masters,0-15,Junior,0.7
970,970,PhD,0-15,Junior,0.3
971,971,Masters,15-30+,Senior,0.7
971,971,PhD,15-30+,Senior,0.3
972,972,PhD,15-30+,Manager,1.0
973,973,Masters,0-15,Manager,1.0
974,974,PhD,0-15,Senior,1.0
975,975,PhD,0-15,Senior,0.844155844155844
975,975,PhD,15-30+,Senior,0.155844155844156
976,976,Masters,0-15,Senior,0.844155844155844
976,976,Masters,15-30+,Senior,0.155844155844156
977,977,Masters,15-30+,Senior,1.0
978,978,Masters,0-15,Junior,0.844155844155844
978,978,Masters,15-30+,Junior,0.155844155844156
979,979,Masters,0-15,Junior,0.7
979,979,PhD,0-15,Junior,0.3
980,980,Masters,15-30+,Senior,1.0
981,981,Masters,0-15,Manager,0.844155844155844
981,981,Masters,15-30+,Manager,0.155844155844156
982,982,Masters,0-15,Senior,1.0
983,983,Masters,0-15,Senior,0.844155844155844
983,983,Masters,15-30+,Senior,0.155844155844156
984,984,Masters,15-30+,Junior,0.7
984,984,PhD,15-30+,Junior,0.3
985,985,PhD,15-30+,Manager,1.0
986,986,Masters,0-15,Senior,1.0
987,987,Masters,0-15,Senior,0.844155844155844
987,987,Masters,15-30+,Senior,0.155844155844156
988,988,Masters,0-15,Junior,0.590909090909091
988,988,Masters,15-30+,Junior,0.109090909090909
988,988,PhD,0-15,Junior,0.253246753246753
988,988,PhD,15-30+,Junior,0.0467532467532468
989,989,Masters,0-15,Senior,1.0
990,990,Masters,15-30+,Manager,0.7
990,990,PhD,15-30+,Manager,0.3
991,991,Masters,0-15,Senior,0.7
991,991,PhD,0-15,Senior,0.3
992,992,Masters,15-30+,Manager,1.0
993,993,Masters,15-30+,Senior,1.0
994,994,Masters,15-30+,Manager,1.0
995,995,Masters,0-15,Senior,0.7
995,995,PhD,0-15,Senior,0.3
996,996,Masters,0-15,Senior,0.7
996,996,PhD,0-15,Senior,0.3
997,997,PhD,0-15,Manager,0.844155844155844
997,997,PhD,15-30+,Manager,0.155844155844156
998,998,Masters,0-15,Manager,0.844155844155844
998,998,Masters,15-30+,Manager,0.155844155844156
999,999,Masters,0-15,Senior,0.844155844155844
999,999,Masters,15-30+,Senior,0.155844155844156
1000,1000,Masters,0-15,Senior,0.844155844155844
1000,1000,Masters,15-30+,Senior,0.155844155844156
1001,1001,Masters,0-15,Senior,0.7
1001,1001,PhD,0-15,Senior,0.3
1002,1002,Masters,0-15,Junior,0.7
1002,1002,PhD,0-15,Junior,0.3
1003,1003,PhD,0-15,Manager,0.844155844155844
1003,1003,PhD,15-30+,Manager,0.155844155844156
1004,1004,Masters,0-15,Manager,1.0
1005,1005,Masters,15-30+,Senior,0.7
1005,1005,PhD,15-30+,Senior,0.3
1006,1006,PhD,0-15,Senior,0.844155844155844
1006,1006,PhD,15-30+,Senior,0.155844155844156
1007,1007,Masters,15-30+,Junior,1.0
1008,1008,Masters,15-30+,Senior,0.7
1008,1008,PhD,15-30+,Senior,0.3
1009,1009,Masters,0-15,Senior,1.0
1010,1010,Masters,0-15,Manager,0.590909090909091
1010,1010,Masters,15-30+,Manager,0.109090909090909
1010,1010,PhD,0-15,Manager,0.253246753246753
1010,1010,PhD,15-30+,Manager,0.0467532467532468
1011,1011,Masters,0-15,Senior,0.844155844155844
1011,1011,Masters,15-30+,Senior,0.155844155844156
1012,1012,Masters,0-15,Junior,0.590909090909091
1012,1012,Masters,15-30+,Junior,0.109090909090909
1012,1012,PhD,0-15,Junior,0.253246753246753
1012,1012,PhD,15-30+,Junior,0.0467532467532468
1013,1013,Masters,0-15,Senior,1.0
1014,1014,PhD,15-30+,Senior,1.0
1015,1015,Masters,0-15,Senior,0.844155844155844
1015,1015,Masters,15-30+,Senior,0.155844155844156
1016,1016,PhD,0-15,Senior,1.0
1017,1017,Masters,0-15,Senior,1.0
1018,1018,Masters,15-30+,Manager,0.7
1018,1018,PhD,15-30+,Manager,0.3
1019,1019,PhD,15-30+,Senior,1.0
1020,1020,Masters,0-15,Senior,0.590909090909091
1020,1020,Masters,15-30+,Senior,0.109090909090909
1020,1020,PhD,0-15,Senior,0.253246753246753
1020,1020,PhD,15-30+,Senior,0.0467532467532468
1021,1021,PhD,0-15,Manager,1.0
1022,1022,Masters,15-30+,Manager,1.0
1023,1023,Masters,0-15,Senior,0.7
1023,1023,PhD,0-15,Senior,0.3
1024,1024,Masters,0-15,Junior,1.0
1025,1025,Masters,15-30+,Senior,0.7
1025,1025,PhD,15-30+,Senior,0.3
1026,1026,Masters,15-30+,Senior,0.7
1026,1026,PhD,15-30+,Senior,0.3
1027,1027,Masters,0-15,Junior,1.0
1028,1028,Masters,0-15,Junior,0.844155844155844
1028,1028,Masters,15-30+,Junior,0.155844155844156
1029,1029,Masters,0-15,Senior,0.7
1029,1029,PhD,0-15,Senior,0.3
1030,1030,Masters,0-15,Junior,0.7
1030,1030,PhD,0-15,Junior,0.3
1031,1031,PhD,15-30+,Manager,1.0
1032,1032,Masters,0-15,Junior,0.844155844155844
1032,1032,Masters,15-30+,Junior,0.155844155844156
1033,1033,Masters,0-15,Manager,1.0
1034,1034,Masters,0-15,Senior,0.7
1034,1034,PhD,0-15,Senior,0.3
1035,1035,PhD,0-15,Junior,1.0
1036,1036,Masters,0-15,Senior,1.0
1037,1037,Masters,0-15,Manager,0.844155844155844
1037,1037,Masters,15-30+,Manager,0.155844155844156
1038,1038,Masters,15-30+,Senior,1.0
1039,1039,Masters,15-30+,Senior,1.0
1040,1040,PhD,0-15,Senior,1.0
1041,1041,Masters,0-15,Junior,0.590909090909091
1041,1041,Masters,15-30+,Junior,0.109090909090909
1041,1041,PhD,0-15,Junior,0.253246753246753
1041,1041,PhD,15-30+,Junior,0.0467532467532468
1042,1042,Masters,15-30+,Senior,0.7
1042,1042,PhD,15-30+,Senior,0.3
1043,1043,PhD,0-15,Senior,1.0
1044,1044,Masters,0-15,Senior,0.590909090909091
1044,1044,Masters,15-30+,Senior,0.109090909090909
1044,1044,PhD,0-15,Senior,0.253246753246753
1044,1044,PhD,15-30+,Senior,0.0467532467532468
1045,1045,Masters,0-15,Junior,0.590909090909091
1045,1045,Masters,15-30+,Junior,0.109090909090909
1045,1045,PhD,0-15,Junior,0.253246753246753
1045,1045,PhD,15-30+,Junior,0.0467532467532468
1046,1046,Masters,0-15,Junior,1.0
1047,1047,Masters,0-15,Senior,0.7
1047,1047,PhD,0-15,Senior,0.3
1048,1048,Masters,0-15,Senior,0.590909090909091
1048,1048,Masters,15-30+,Senior,0.109090909090909
1048,1048,PhD,0-15,Senior,0.253246753246753
1048,1048,PhD,15-30+,Senior,0.0467532467532468
1049,1049,Masters,0-15,Junior,0.590909090909091
1049,1049,Masters,15-30+,Junior,0.109090909090909
1049,1049,PhD,0-15,Junior,0.253246753246753
1049,1049,PhD,15-30+,Junior,0.0467532467532468
1050,1050,Masters,15-30+,Senior,1.0
1051,1051,Masters,0-15,Junior,0.590909090909091
1051,1051,Masters,15-30+,Junior,0.109090909090909
1051,1051,PhD,0-15,Junior,0.253246753246753
1051,1051,PhD,15-30+,Junior,0.0467532467532468
1052,1052,Masters,15-30+,Junior,0.7
1052,1052,PhD,15-30+,Junior,0.3
1053,1053,Masters,0-15,Senior,0.7
1053,1053,PhD,0-15,Senior,0.3
1054,1054,Masters,0-15,Senior,0.844155844155844
1054,1054,Masters,15-30+,Senior,0.155844155844156
1055,1055,PhD,15-30+,Senior,1.0
1056,1056,Masters,0-15,Senior,1.0
1057,1057,Masters,0-15,Junior,0.7
1057,1057,PhD,0-15,Junior,0.3
1058,1058,Masters,0-15,Senior,1.0
1059,1059,Masters,0-15,Senior,0.7
1059,1059,PhD,0-15,Senior,0.3
1060,1060,Masters,0-15,Junior,0.844155844155844
1060,1060,Masters,15-30+,Junior,0.155844155844156
1061,1061,PhD,0-15,Manager,0.844155844155844
1061,1061,PhD,15-30+,Manager,0.155844155844156
1062,1062,Masters,0-15,Manager,0.590909090909091
1062,1062,Masters,15-30+,Manager,0.109090909090909
1062,1062,PhD,0-15,Manager,0.253246753246753
1062,1062,PhD,15-30+,Manager,0.0467532467532468
1063,1063,Masters,0-15,Junior,0.7
1063,1063,PhD,0-15,Junior,0.3
1064,1064,Masters,15-30+,Senior,1.0
1065,1065,Masters,0-15,Senior,0.7
1065,1065,PhD,0-15,Senior,0.3
1066,1066,Masters,0-15,Senior,1.0
1067,1067,Masters,0-15,Junior,0.844155844155844
1067,1067,Masters,15-30+,Junior,0.155844155844156
1068,1068,Masters,0-15,Junior,0.590909090909091
1068,1068,Masters,15-30+,Junior,0.109090909090909
1068,1068,PhD,0-15,Junior,0.253246753246753
1068,1068,PhD,15-30+,Junior,0.0467532467532468
1069,1069,Masters,0-15,Senior,1.0
1070,1070,Masters,0-15,Manager,0.844155844155844
1070,1070,Masters,15-30+,Manager,0.155844155844156
1071,1071,Masters,0-15,Senior,1.0
1072,1072,Masters,15-30+,Senior,1.0
1073,1073,Masters,0-15,Senior,0.844155844155844
1073,1073,Masters,15-30+,Senior,0.155844155844156
1074,1074,PhD,15-30+,Manager,1.0
1075,1075,Masters,15-30+,Senior,0.7
1075,1075,PhD,15-30+,Senior,0.3
1076,1076,Masters,15-30+,Senior,1.0
1077,1077,PhD,0-15,Manager,1.0
1078,1078,PhD,0-15,Senior,0.844155844155844
1078,1078,PhD,15-30+,Senior,0.155844155844156
1079,1079,Masters,0-15,Senior,0.590909090909091
1079,1079,Masters,15-30+,Senior,0.109090909090909
1079,1079,PhD,0-15,Senior,0.253246753246753
1079,1079,PhD,15-30+,Senior,0.0467532467532468
1080,1080,Masters,15-30+,Junior,0.7
1080,1080,PhD,15-30+,Junior,0.3
1081,1081,Masters,0-15,Junior,1.0
1082,1082,Masters,0-15,Junior,0.7
1082,1082,PhD,0-15,Junior,0.3
1083,1083,PhD,0-15,Senior,1.0
1084,1084,Masters,0-15,Manager,0.844155844155844
1084,1084,Masters,15-30+,Manager,0.155844155844156
1085,1085,Masters,0-15,Senior,0.590909090909091
1085,1085,Masters,15-30+,Senior,0.109090909090909
1085,1085,PhD,0-15,Senior,0.253246753246753
1085,1085,PhD,15-30+,Senior,0.0467532467532468
1086,1086,Masters,0-15,Senior,1.0
1087,1087,PhD,0-15,Manager,1.0
1088,1088,Masters,15-30+,Senior,1.0
1089,1089,Masters,0-15,Senior,1.0
1090,1090,Masters,15-30+,Senior,1.0
1091,1091,Masters,0-15,Junior,0.844155844155844
1091,1091,Masters,15-30+,Junior,0.155844155844156
1092,1092,Masters,0-15,Senior,1.0
1093,1093,Masters,0-15,Senior,0.7
1093,1093,PhD,0-15,Senior,0.3
1094,1094,Masters,0-15,Senior,1.0
1095,1095,Masters,0-15,Junior,0.590909090909091
1095,1095,Masters,15-30+,Junior,0.109090909090909
1095,1095,PhD,0-15,Junior,0.253246753246753
1095,1095,PhD,15-30+,Junior,0.0467532467532468
1096,1096,Masters,0-15,Senior,0.7
1096,1096,PhD,0-15,Senior,0.3
1097,1097,Masters,0-15,Senior,0.590909090909091
1097,1097,Masters,15-30+,Senior,0.109090909090909
1097,1097,PhD,0-15,Senior,0.253246753246753
1097,1097,PhD,15-30+,Senior,0.0467532467532468
1098,1098,PhD,0-15,Senior,0.844155844155844
1098,1098,PhD,15-30+,Senior,0.155844155844156
1099,1099,PhD,0-15,Senior,1.0
1100,1100,Masters,0-15,Senior,0.844155844155844
1100,1100,Masters,15-30+,Senior,0.155844155844156
1101,1101,Masters,0-15,Senior,0.7
1101,1101,PhD,0-15,Senior,0.3
1102,1102,Masters,15-30+,Senior,1.0
1103,1103,Masters,0-15,Manager,0.844155844155844
1103,1103,Masters,15-30+,Manager,0.155844155844156
1104,1104,Masters,15-30+,Senior,0.7
1104,1104,PhD,15-30+,Senior,0.3
1105,1105,PhD,0-15,Manager,1.0
1106,1106,Masters,0-15,Senior,0.590909090909091
1106,1106,Masters,15-30+,Senior,0.109090909090909
1106,1106,PhD,0-15,Senior,0.253246753246753
1106,1106,PhD,15-30+,Senior,0.0467532467532468
1107,1107,Masters,0-15,Senior,0.7
1107,1107,PhD,0-15,Senior,0.3
1108,1108,Masters,0-15,Senior,1.0
1109,1109,Masters,15-30+,Senior,1.0
1110,1110,Masters,0-15,Senior,0.7
1110,1110,PhD,0-15,Senior,0.3
1111,1111,Masters,0-15,Junior,0.7
1111,1111,PhD,0-15,Junior,0.3
1112,1112,Masters,15-30+,Senior,1.0
1113,1113,PhD,0-15,Senior,0.844155844155844
1113,1113,PhD,15-30+,Senior,0.155844155844156
1114,1114,Masters,0-15,Junior,0.844155844155844
1114,1114,Masters,15-30+,Junior,0.155844155844156
1115,1115,Masters,0-15,Senior,1.0
1116,1116,PhD,0-15,Manager,0.844155844155844
1116,1116,PhD,15-30+,Manager,0.155844155844156
1117,1117,Masters,15-30+,Senior,1.0
1118,1118,Masters,0-15,Manager,1.0
1119,1119,Masters,0-15,Junior,0.844155844155844
1119,1119,Masters,15-30+,Junior,0.155844155844156
1120,1120,Masters,0-15,Senior,1.0
1121,1121,PhD,0-15,Senior,1.0
1122,1122,PhD,0-15,Senior,0.844155844155844
1122,1122,PhD,15-30+,Senior,0.155844155844156
1123,1123,PhD,0-15,Junior,1.0
1124,1124,PhD,0-15,Senior,1.0
1125,1125,PhD,15-30+,Manager,1.0
1126,1126,Masters,0-15,Junior,0.7
1126,1126,PhD,0-15,Junior,0.3
1127,1127,Masters,0-15,Senior,0.7
1127,1127,PhD,0-15,Senior,0.3
1128,1128,Masters,0-15,Junior,0.7
1128,1128,PhD,0-15,Junior,0.3
1129,1129,Masters,0-15,Junior,0.590909090909091
1129,1129,Masters,15-30+,Junior,0.109090909090909
1129,1129,PhD,0-15,Junior,0.253246753246753
1129,1129,PhD,15-30+,Junior,0.0467532467532468
1130,1130,PhD,0-15,Senior,1.0
1131,1131,Masters,15-30+,Manager,1.0
1132,1132,Masters,0-15,Junior,0.590909090909091
1132,1132,Masters,15-30+,Junior,0.109090909090909
1132,1132,PhD,0-15,Junior,0.253246753246753
1132,1132,PhD,15-30+,Junior,0.0467532467532468
1133,1133,Masters,15-30+,Senior,0.7
1133,1133,PhD,15-30+,Senior,0.3
1134,1134,Masters,15-30+,Manager,0.7
1134,1134,PhD,15-30+,Manager,0.3
1135,1135,PhD,0-15,Senior,0.844155844155844
1135,1135,PhD,15-30+,Senior,0.155844155844156
1136,1136,Masters,0-15,Senior,1.0
1137,1137,Masters,0-15,Senior,1.0
1138,1138,Masters,0-15,Senior,0.844155844155844
1138,1138,Masters,15-30+,Senior,0.155844155844156
1139,1139,Masters,0-15,Junior,0.844155844155844
1139,1139,Masters,15-30+,Junior,0.155844155844156
1140,1140,PhD,15-30+,Senior,1.0
1141,1141,Masters,0-15,Senior,0.7
1141,1141,PhD,0-15,Senior,0.3
1142,1142,Masters,0-15,Junior,1.0
1143,1143,Masters,0-15,Junior,0.7
1143,1143,PhD,0-15,Junior,0.3
1144,1144,Masters,0-15,Junior,0.844155844155844
1144,1144,Masters,15-30+,Junior,0.155844155844156
1145,1145,Masters,0-15,Junior,0.590909090909091
1145,1145,Masters,15-30+,Junior,0.109090909090909
1145,1145,PhD,0-15,Junior,0.253246753246753
1145,1145,PhD,15-30+,Junior,0.0467532467532468
1146,1146,PhD,0-15,Senior,0.844155844155844
1146,1146,PhD,15-30+,Senior,0.155844155844156
1147,1147,PhD,0-15,Manager,0.844155844155844
1147,1147,PhD,15-30+,Manager,0.155844155844156
1148,1148,PhD,0-15,Senior,0.844155844155844
1148,1148,PhD,15-30+,Senior,0.155844155844156
1149,1149,Masters,0-15,Junior,1.0
1150,1150,Masters,15-30+,Senior,0.7
1150,1150,PhD,15-30+,Senior,0.3
1151,1151,Masters,0-15,Manager,0.844155844155844
1151,1151,Masters,15-30+,Manager,0.155844155844156
1152,1152,Masters,15-30+,Senior,1.0
1153,1153,PhD,15-30+,Senior,1.0
1154,1154,Masters,15-30+,Senior,0.7
1154,1154,PhD,15-30+,Senior,0.3
1155,1155,Masters,15-30+,Senior,1.0
1156,1156,Masters,0-15,Junior,1.0
1157,1157,Masters,0-15,Senior,1.0
1158,1158,Masters,0-15,Senior,1.0
1159,1159,Masters,15-30+,Senior,1.0
1160,1160,Masters,0-15,Junior,0.7
1160,1160,PhD,0-15,Junior,0.3
1161,1161,Masters,15-30+,Manager,1.0
1162,1162,Masters,0-15,Senior,0.590909090909091
1162,1162,Masters,15-30+,Senior,0.109090909090909
1162,1162,PhD,0-15,Senior,0.253246753246753
1162,1162,PhD,15-30+,Senior,0.0467532467532468
1163,1163,Masters,0-15,Junior,0.590909090909091
1163,1163,Masters,15-30+,Junior,0.109090909090909
1163,1163,PhD,0-15,Junior,0.253246753246753
1163,1163,PhD,15-30+,Junior,0.0467532467532468
1164,1164,Masters,0-15,Junior,0.844155844155844
1164,1164,Masters,15-30+,Junior,0.155844155844156
1165,1165,Masters,15-30+,Senior,1.0
1166,1166,Masters,0-15,Junior,0.844155844155844
1166,1166,Masters,15-30+,Junior,0.155844155844156
1167,1167,Masters,15-30+,Senior,0.7
1167,1167,PhD,15-30+,Senior,0.3
1168,1168,Masters,15-30+,Junior,0.7
1168,1168,PhD,15-30+,Junior,0.3
1169,1169,PhD,0-15,Manager,0.844155844155844
1169,1169,PhD,15-30+,Manager,0.155844155844156
1170,1170,Masters,15-30+,Senior,1.0
1171,1171,PhD,15-30+,Senior,1.0
1172,1172,Masters,15-30+,Senior,0.7
1172,1172,PhD,15-30+,Senior,0.3
1173,1173,Masters,0-15,Senior,1.0
1174,1174,Masters,0-15,Senior,0.844155844155844
1174,1174,Masters,15-30+,Senior,0.155844155844156
1175,1175,Masters,15-30+,Senior,1.0
1176,1176,PhD,0-15,Senior,1.0
1177,1177,Masters,15-30+,Manager,1.0
1178,1178,Masters,0-15,Senior,0.844155844155844
1178,1178,Masters,15-30+,Senior,0.155844155844156
1179,1179,Masters,15-30+,Manager,1.0
1180,1180,Masters,15-30+,Senior,0.7
1180,1180,PhD,15-30+,Senior,0.3
1181,1181,Masters,15-30+,Junior,1.0
1182,1182,Masters,0-15,Junior,0.844155844155844
1182,1182,Masters,15-30+,Junior,0.155844155844156
1183,1183,Masters,0-15,Senior,0.844155844155844
1183,1183,Masters,15-30+,Senior,0.155844155844156
1184,1184,PhD,0-15,Senior,1.0
1185,1185,Masters,0-15,Junior,0.844155844155844
1185,1185,Masters,15-30+,Junior,0.155844155844156
1186,1186,Masters,0-15,Senior,0.590909090909091
1186,1186,Masters,15-30+,Senior,0.109090909090909
1186,1186,PhD,0-15,Senior,0.253246753246753
1186,1186,PhD,15-30+,Senior,0.0467532467532468
1187,1187,Masters,0-15,Junior,1.0
1188,1188,Masters,15-30+,Manager,0.7
1188,1188,PhD,15-30+,Manager,0.3
1189,1189,Masters,0-15,Junior,0.7
1189,1189,PhD,0-15,Junior,0.3
1190,1190,Masters,0-15,Senior,1.0
1191,1191,Masters,0-15,Manager,1.0
1192,1192,Masters,15-30+,Senior,1.0
1193,1193,Masters,15-30+,Manager,1.0
1194,1194,Masters,0-15,Junior,1.0
1195,1195,Masters,0-15,Junior,0.844155844155844
1195,1195,Masters,15-30+,Junior,0.155844155844156
1196,1196,Masters,0-15,Manager,1.0
1197,1197,PhD,0-15,Senior,1.0
1198,1198,Masters,15-30+,Manager,1.0
1199,1199,Masters,15-30+,Manager,0.7
1199,1199,PhD,15-30+,Manager,0.3
1200,1200,Masters,0-15,Junior,0.590909090909091
1200,1200,Masters,15-30+,Junior,0.109090909090909
1200,1200,PhD,0-15,Junior,0.253246753246753
1200,1200,PhD,15-30+,Junior,0.0467532467532468
1201,1201,Masters,0-15,Senior,0.590909090909091
1201,1201,Masters,15-30+,Senior,0.109090909090909
1201,1201,PhD,0-15,Senior,0.253246753246753
1201,1201,PhD,15-30+,Senior,0.0467532467532468
1202,1202,PhD,15-30+,Senior,1.0
1203,1203,Masters,0-15,Senior,1.0
1204,1204,PhD,0-15,Senior,0.844155844155844
1204,1204,PhD,15-30+,Senior,0.155844155844156
1205,1205,PhD,15-30+,Senior,1.0
1206,1206,Masters,15-30+,Senior,1.0
1207,1207,Masters,0-15,Senior,1.0
1208,1208,Masters,15-30+,Senior,1.0
1209,1209,Masters,15-30+,Senior,1.0
1210,1210,PhD,0-15,Senior,1.0
1211,1211,Masters,0-15,Senior,1.0
1212,1212,Masters,15-30+,Manager,1.0
1213,1213,Masters,0-15,Senior,1.0
1214,1214,Masters,0-15,Junior,0.590909090909091
1214,1214,Masters,15-30+,Junior,0.109090909090909
1214,1214,PhD,0-15,Junior,0.253246753246753
1214,1214,PhD,15-30+,Junior,0.0467532467532468
1215,1215,Masters,0-15,Manager,1.0
1216,1216,Masters,15-30+,Senior,1.0
1217,1217,Masters,15-30+,Senior,1.0
1218,1218,Masters,0-15,Junior,0.590909090909091
1218,1218,Masters,15-30+,Junior,0.109090909090909
1218,1218,PhD,0-15,Junior,0.253246753246753
1218,1218,PhD,15-30+,Junior,0.0467532467532468
1219,1219,Masters,0-15,Senior,0.844155844155844
1219,1219,Masters,15-30+,Senior,0.155844155844156
1220,1220,Masters,0-15,Senior,1.0
1221,1221,PhD,15-30+,Senior,1.0
1222,1222,Masters,0-15,Junior,0.590909090909091
1222,1222,Masters,15-30+,Junior,0.109090909090909
1222,1222,PhD,0-15,Junior,0.253246753246753
1222,1222,PhD,15-30+,Junior,0.0467532467532468
1223,1223,Masters,0-15,Senior,0.844155844155844
1223,1223,Masters,15-30+,Senior,0.155844155844156
1224,1224,PhD,0-15,Junior,0.844155844155844
1224,1224,PhD,15-30+,Junior,0.155844155844156
1225,1225,Masters,15-30+,Senior,0.7
1225,1225,PhD,15-30+,Senior,0.3
1226,1226,Masters,15-30+,Senior,1.0
1227,1227,Masters,0-15,Senior,0.844155844155844
1227,1227,Masters,15-30+,Senior,0.155844155844156
1228,1228,Masters,0-15,Junior,0.7
1228,1228,PhD,0-15,Junior,0.3
